Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Year,Month,Day_of_Week,Day_Name,Is_Weekend,Quarter,Day_of_Month,Traffic Volume_Lag1,Traffic Volume_Lag7,Traffic Volume_Rolling7,Congestion Level_Lag1,Congestion Level_Lag7,Congestion Level_Rolling7,Average Speed_Lag1,Average Speed_Lag7,Average Speed_Rolling7,Speed_Volume_Ratio,Congestion_per_Incident,Road_Avg_Congestion,Area_Avg_Congestion,Congestion_Deviation
2022-03-21,Indiranagar,100 Feet Road,35484,33.533682259563975,1.5,100.0,100.0,3,120.968,32.315885322538584,62.05081329852613,69.7834957048158,90,Rain,No,2022,3,0,Monday,0,1,21,52168.0,37514.0,32379.714285714286,100.0,100.0,87.72165778139265,37.33285041087872,32.722789969219136,43.600781063058335,0.9450366999088032,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-22,Indiranagar,100 Feet Road,37476,23.68931370065029,1.5,100.0,100.0,1,124.952,72.13122935032008,82.6556288252439,84.07675001042354,95,Clear,No,2022,3,1,Tuesday,0,1,22,35484.0,20041.0,32089.714285714286,100.0,58.803966754676416,87.72165778139265,33.533682259563975,65.26817116042392,43.716622818821875,0.6321195885540156,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-23,Indiranagar,100 Feet Road,53125,20.0,1.5,100.0,100.0,3,156.25,39.44775659286499,93.3137237146735,50.96158517283801,90,Fog,No,2022,3,2,Wednesday,0,1,23,37476.0,21835.0,34580.42857142857,100.0,75.34698542354043,93.60680538786744,23.68931370065029,41.61330946116242,37.77678603885422,0.3764705882352941,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-24,Indiranagar,100 Feet Road,30316,33.39961326420656,1.5,100.0,100.0,2,110.632,12.830718184886294,95.7117342568264,99.91515778669792,89,Clear,No,2022,3,3,Thursday,0,1,24,53125.0,36346.0,39050.42857142857,100.0,100.0,97.12866461307597,20.0,34.702335116635986,34.6891704015453,1.1017157033977623,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-25,Indiranagar,100 Feet Road,24436,42.30900681323532,1.0036969258324313,77.70344247303738,100.0,2,98.872,44.18367007967231,86.10756157363703,56.06523522825818,89,Windy,No,2022,3,4,Friday,0,1,25,30316.0,34188.0,38189.0,100.0,100.0,97.12866461307597,33.39961326420656,49.58657522937662,34.50306727976967,1.7314211332965839,25.901147491012463,87.10741519077256,87.64189020088799,-9.403972717735172
2022-03-26,Indiranagar,100 Feet Road,36650,20.8317647205081,1.5,100.0,100.0,2,123.3,33.25214216719499,60.36822669562572,60.0110467894333,86,Clear,No,2022,3,5,Saturday,1,1,26,24436.0,24566.0,36795.857142857145,77.70344247303738,79.90065229153171,93.94344210922416,42.30900681323532,43.97943609371152,33.46341464889234,0.5683974002867149,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-27,Indiranagar,100 Feet Road,39068,38.02895262542931,1.5,100.0,100.0,0,128.136,59.88232789783131,62.78327134174316,74.81821862331535,99,Overcast,No,2022,3,6,Sunday,1,1,27,36650.0,52168.0,38522.142857142855,100.0,100.0,96.8147774961482,20.8317647205081,37.33285041087872,30.156604452720423,0.9734041319092176,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-28,Indiranagar,100 Feet Road,34038,38.838235638312696,1.5,100.0,100.0,0,118.076,20.383742650379915,60.88533102232472,81.41681826493269,114,Clear,No,2022,3,0,Monday,0,1,28,39068.0,35484.0,36650.71428571428,100.0,100.0,96.8147774961482,38.02895262542931,33.533682259563975,30.25604762622765,1.1410257840740554,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-29,Indiranagar,100 Feet Road,46778,45.104418828265366,1.5,100.0,100.0,2,143.55599999999998,15.63615910140583,82.47191410648551,50.68021977253341,97,Clear,Yes,2022,3,1,Tuesday,0,1,29,34038.0,37476.0,36444.142857142855,100.0,100.0,96.8147774961482,38.838235638312696,23.68931370065029,31.013840966048893,0.9642229002579282,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-03-30,Indiranagar,100 Feet Road,25784,22.22050114678802,1.5,78.34347989749075,100.0,2,101.568,52.18430448999444,67.38140202946576,63.660175302511625,97,Rain,No,2022,3,2,Wednesday,0,1,30,46778.0,53125.0,37773.0,100.0,100.0,96.8147774961482,45.104418828265366,20.0,34.07314169856534,0.861794180374962,26.114493299163584,87.10741519077256,87.64189020088799,-8.763935293281804
2022-03-31,Indiranagar,100 Feet Road,21501,38.47098014821551,1.231762252434662,77.6334160523569,100.0,3,93.002,68.48774954689978,89.19496050570564,87.46376684120523,90,Overcast,No,2022,3,3,Thursday,0,1,31,25784.0,30316.0,33867.142857142855,78.34347989749075,100.0,93.72098891007545,22.22050114678802,33.39961326420656,34.390356148106484,1.7892646922568953,19.408354013089227,87.10741519077256,87.64189020088799,-9.47399913841565
2022-04-01,Indiranagar,100 Feet Road,13099,44.05825215270701,1.3395009866675371,43.89372448259081,67.56187708460544,0,76.19800000000001,58.187769344883584,70.89538317053157,91.60310483770756,176,Clear,No,2022,4,4,Friday,0,2,1,21501.0,24436.0,32607.85714285714,77.6334160523569,77.70344247303738,90.52576263184072,38.47098014821551,42.30900681323532,35.11483713153633,3.3634821095279803,43.89372448259081,87.10741519077256,87.64189020088799,-43.213690708181744
2022-04-02,Indiranagar,100 Feet Road,22349,45.4646127315419,1.0470706050581196,68.01382429299052,100.0,0,94.698,10.739698594211006,86.94066109888436,71.18450893302486,100,Clear,No,2022,4,5,Saturday,1,2,2,13099.0,36650.0,30988.285714285714,43.89372448259081,100.0,85.69580291891978,44.05825215270701,20.8317647205081,35.36472932288943,2.0343018806900486,68.01382429299052,87.10741519077256,87.64189020088799,-19.093590897782036
2022-04-03,Indiranagar,100 Feet Road,21300,50.91214784616692,1.0319660437386426,61.01108369170508,100.0,0,92.6,62.66176794714192,75.0070559325241,74.30017241191133,97,Clear,No,2022,4,6,Sunday,1,2,3,22349.0,39068.0,28945.285714285714,68.01382429299052,100.0,81.12634924648987,45.4646127315419,38.02895262542931,38.88370761017997,2.3902416829186346,61.01108369170508,87.10741519077256,87.64189020088799,-26.096331499067475
2022-04-04,Indiranagar,100 Feet Road,51373,26.00632720162744,1.5,100.0,100.0,2,152.74599999999998,71.80667190932479,72.29490876816179,84.59962610283722,108,Clear,No,2022,4,0,Monday,0,2,4,21300.0,34038.0,26407.0,61.01108369170508,100.0,75.55650405959058,50.91214784616692,38.838235638312696,40.72416407028534,0.5062255893490246,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-05,Indiranagar,100 Feet Road,25278,28.471289640963946,1.5,87.9774491046288,100.0,3,100.556,34.6937926099869,94.8654708208022,65.44326005060789,101,Windy,No,2022,4,1,Tuesday,0,2,5,51373.0,46778.0,28883.428571428572,100.0,100.0,75.55650405959058,26.00632720162744,45.104418828265366,38.89103429361602,1.1263268312747823,21.9943622761572,87.10741519077256,87.64189020088799,0.870033913856247
2022-04-06,Indiranagar,100 Feet Road,33908,21.50356265137496,1.5,100.0,100.0,5,117.816,79.77338094904863,63.95809206746139,84.13209007225304,92,Rain,No,2022,4,2,Wednesday,0,2,6,25278.0,25784.0,25812.0,87.9774491046288,78.34347989749075,73.83899678882327,28.471289640963946,22.22050114678802,36.51487298114439,0.6341737245303456,16.666666666666668,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-07,Indiranagar,100 Feet Road,38586,22.92395492433539,1.5,100.0,100.0,2,127.172,71.87132783901173,60.208500739077,96.68082596151837,100,Overcast,No,2022,4,3,Thursday,0,2,7,33908.0,21501.0,26972.571428571428,100.0,77.6334160523569,76.93278537489603,21.50356265137496,38.47098014821551,36.41245319608538,0.5941003193991445,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-08,Indiranagar,100 Feet Road,47572,43.69825681396013,1.5,100.0,100.0,3,145.144,55.19797276219685,82.37608463592963,52.28881697143628,119,Windy,No,2022,4,4,Friday,0,2,8,38586.0,13099.0,29413.285714285714,100.0,43.89372448259081,80.12801165313074,22.92395492433539,44.05825215270701,34.19144959267394,0.9185709411830515,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-09,Indiranagar,100 Feet Road,36592,36.13757683480277,1.5,100.0,100.0,1,123.184,48.01087570100419,75.34007524463628,50.07128641437663,107,Fog,No,2022,4,5,Saturday,1,2,9,47572.0,22349.0,34338.0,100.0,68.01382429299052,88.1431938699035,43.69825681396013,45.4646127315419,34.14002168713867,0.9875813520661011,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-10,Indiranagar,100 Feet Road,38415,34.63552679741962,1.5,100.0,100.0,2,126.83,48.16335803632075,82.17820911466558,81.59664814257222,98,Clear,No,2022,4,6,Sunday,1,2,10,36592.0,21300.0,36372.71428571428,100.0,61.01108369170508,92.71264754233341,36.13757683480277,50.91214784616692,32.80758798760451,0.9016146504599668,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-11,Indiranagar,100 Feet Road,12675,43.35370902471812,1.2505204379095465,33.92911406141803,67.22493613395025,0,75.35,27.06386451579092,71.88363875121283,78.86011180629788,202,Fog,No,2022,4,0,Monday,0,2,11,38415.0,51373.0,38817.71428571428,100.0,100.0,98.28249272923267,34.63552679741962,26.00632720162744,30.482356409212034,3.4204109684195756,33.92911406141803,87.10741519077256,87.64189020088799,-53.17830112935452
2022-04-12,Indiranagar,100 Feet Road,37837,34.17113016125135,1.5,100.0,100.0,4,125.674,10.853128570821976,73.28300968725344,53.11218630793905,101,Clear,No,2022,4,1,Tuesday,0,2,12,12675.0,25278.0,33289.42857142857,33.92911406141803,87.9774491046288,88.84379473800668,43.35370902471812,28.471289640963946,32.9605538125107,0.9031141517892894,20.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-13,Indiranagar,100 Feet Road,30410,32.58847507738347,1.5,100.0,100.0,2,110.82,27.09676276617232,96.14331941206568,54.97497071283078,105,Clear,No,2022,4,2,Wednesday,0,2,13,37837.0,33908.0,35083.57142857143,100.0,100.0,90.56130200877399,34.17113016125135,21.50356265137496,33.77481674398034,1.0716367996508869,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-14,Indiranagar,100 Feet Road,12829,54.26708473009714,1.3650410086955604,47.37397375344057,67.43194942244001,1,75.658,39.88764759337064,96.08469234569112,82.5484285953735,196,Clear,No,2022,4,3,Thursday,0,2,14,30410.0,38586.0,34583.857142857145,100.0,100.0,90.56130200877399,32.58847507738347,22.92395492433539,35.35837566198155,4.23003232754674,23.686986876720287,87.10741519077256,87.64189020088799,-39.73344143733198
2022-04-15,Indiranagar,100 Feet Road,13816,58.47678085512624,1.2914836993901408,51.27756363664281,71.78772688210607,1,77.632,38.29650290876356,91.04519890457595,97.67134917004066,175,Clear,No,2022,4,4,Friday,0,2,15,12829.0,47572.0,30904.285714285714,47.37397375344057,100.0,83.04329825926551,54.26708473009714,43.69825681396013,39.835965634233226,4.232540594609601,25.638781818321405,87.10741519077256,87.64189020088799,-35.829851554129746
2022-04-16,Indiranagar,100 Feet Road,52085,43.22342298687552,1.5,100.0,100.0,3,154.17000000000002,17.730405991610155,78.86348265836611,62.19119263002024,95,Clear,Yes,2022,4,5,Saturday,1,2,16,13816.0,36592.0,26082.0,51.27756363664281,100.0,76.08295020735736,58.47678085512624,36.13757683480277,41.94718335439982,0.8298631657267067,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-17,Indiranagar,100 Feet Road,12674,60.16347465799197,1.264590707542515,50.22288852721509,66.20960787061018,3,75.348,17.621713122181603,78.36519631101746,89.38005732308221,154,Clear,No,2022,4,6,Sunday,1,2,17,52085.0,38415.0,28295.285714285714,100.0,100.0,76.08295020735734,43.22342298687552,34.63552679741962,42.95944709041021,4.746999736309924,12.555722131803773,87.10741519077256,87.64189020088799,-36.884526663557466
2022-04-18,Indiranagar,100 Feet Road,25666,37.26592126177998,1.5,81.69498159500017,100.0,3,101.332,20.09759198816141,81.65717577219986,80.72168274175476,99,Clear,No,2022,4,0,Monday,0,2,18,12674.0,12675.0,24618.0,50.22288852721509,33.92911406141803,68.97193428267379,60.16347465799197,43.35370902471812,46.60629678477768,1.4519567233608657,20.423745398750043,87.10741519077256,87.64189020088799,-5.412433595772384
2022-04-19,Indiranagar,100 Feet Road,40077,24.800312812323117,1.5,100.0,100.0,1,130.154,17.34330704445179,94.88441635172109,75.83302479009701,97,Clear,No,2022,4,1,Tuesday,0,2,19,25666.0,37837.0,26473.85714285714,81.69498159500017,100.0,75.7956296446141,37.26592126177998,34.17113016125135,45.73661281864367,0.6188165983562421,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-20,Indiranagar,100 Feet Road,39051,36.25558522473578,1.5,100.0,100.0,3,128.102,12.152705835680145,97.37498161530004,57.38641529252871,110,Fog,No,2022,4,2,Wednesday,0,2,20,40077.0,30410.0,26793.85714285714,100.0,100.0,75.7956296446141,24.800312812323117,32.58847507738347,44.39792462593964,0.9284163075141681,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-21,Indiranagar,100 Feet Road,24205,38.73499783956673,1.275439808270198,77.20632767572056,100.0,0,98.41,16.950534240776257,88.07019089033993,68.40348526086494,105,Overcast,No,2022,4,3,Thursday,0,2,21,39051.0,12829.0,28028.285714285714,100.0,47.37397375344057,75.7956296446141,36.25558522473578,54.26708473009714,44.92179750413282,1.6002891071913543,77.20632767572056,87.10741519077256,87.64189020088799,-9.901087515051998
2022-04-22,Indiranagar,100 Feet Road,36123,40.54967164998613,1.5,100.0,100.0,1,122.246,61.53663177005825,89.28870240211445,58.25743560549872,124,Clear,No,2022,4,4,Friday,0,2,22,24205.0,13816.0,29653.428571428572,77.20632767572056,51.27756363664281,80.05739449065409,38.73499783956673,58.47678085512624,42.702927948342754,1.1225444079945224,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-23,Indiranagar,100 Feet Road,45339,29.164394521039263,1.5,100.0,100.0,0,140.678,25.47461055330517,78.22734666005266,66.55021679915907,106,Clear,No,2022,4,5,Saturday,1,2,23,36123.0,52085.0,32840.142857142855,100.0,100.0,87.01774254256226,40.54967164998613,43.22342298687552,40.14191234760846,0.643251825603548,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-24,Indiranagar,100 Feet Road,37670,26.869771478311776,1.5,100.0,100.0,0,125.34,17.59105324258833,88.97427739319343,57.08576041237862,99,Clear,No,2022,4,6,Sunday,1,2,24,45339.0,12674.0,31876.428571428572,100.0,50.22288852721509,87.01774254256226,29.164394521039263,60.16347465799197,38.13347970963185,0.7132936415798188,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-25,Indiranagar,100 Feet Road,37842,31.40159539219612,1.5,100.0,100.0,0,125.684,37.82610260788648,97.91220073449873,62.48250463791514,114,Rain,No,2022,4,0,Monday,0,2,25,37670.0,25666.0,35447.28571428572,100.0,81.69498159500017,94.12875846724582,26.869771478311776,37.26592126177998,33.37723639824897,0.8298080279106845,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-26,Indiranagar,100 Feet Road,43058,23.079217354241827,1.5,100.0,100.0,2,136.116,59.57371565807755,73.21310757466217,59.01168259092306,100,Clear,No,2022,4,1,Tuesday,0,2,26,37842.0,40077.0,37186.71428571428,100.0,100.0,96.74376109653151,31.40159539219612,24.800312812323117,32.53947555973699,0.5360030041860241,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-27,Indiranagar,100 Feet Road,37423,20.0,1.5,100.0,100.0,2,124.846,40.02503413118423,90.48803091704328,97.65912984554429,122,Fog,No,2022,4,2,Wednesday,0,2,27,43058.0,39051.0,37612.57142857143,100.0,100.0,96.74376109653151,23.079217354241827,36.25558522473578,32.293604780011094,0.5344306976992759,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-28,Indiranagar,100 Feet Road,31032,41.28871254452503,1.5,100.0,100.0,0,112.064,73.11509244392165,81.82574473297254,93.4313632739766,114,Clear,No,2022,4,3,Thursday,0,2,28,37423.0,24205.0,37380.0,100.0,77.20632767572056,96.74376109653151,20.0,38.73499783956673,29.97137831933455,1.3305205125201416,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-29,Indiranagar,100 Feet Road,54821,43.44905922621709,1.5,100.0,100.0,0,159.642,25.41728583019603,86.62136000680056,94.7572868412284,105,Clear,No,2022,4,4,Friday,0,2,29,31032.0,36123.0,38355.28571428572,100.0,100.0,100.0,41.28871254452503,40.54967164998613,30.336194705757162,0.7925623251348405,100.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-04-30,Indiranagar,100 Feet Road,25391,36.91442047344609,1.5,76.5568869089397,100.0,3,100.782,14.456433326870531,62.6335096865721,52.13723032623045,97,Clear,No,2022,4,5,Saturday,1,2,30,54821.0,45339.0,41026.42857142857,100.0,100.0,100.0,43.44905922621709,29.164394521039263,30.750392930933014,1.453838780412197,19.139221727234926,87.10741519077256,87.64189020088799,-10.550528281832854
2022-05-01,Indiranagar,100 Feet Road,11109,25.516214932678487,1.1042517191499863,30.48254540538448,51.93427479912863,0,72.218,44.54091903937961,62.51905760586643,97.32290472952748,212,Clear,No,2022,5,6,Sunday,1,2,1,25391.0,37670.0,38176.71428571428,76.5568869089397,100.0,96.65098384413423,36.91442047344609,26.869771478311776,31.85753949556256,2.2968957541343493,30.48254540538448,87.10741519077256,87.64189020088799,-56.62486978538807
2022-05-02,Indiranagar,100 Feet Road,30608,52.47059144553514,1.5,100.0,100.0,1,111.216,73.9017221655888,86.75812309829215,71.89930107809829,102,Fog,No,2022,5,0,Monday,0,2,2,11109.0,37842.0,34382.28571428572,30.48254540538448,100.0,86.7199189020463,25.516214932678487,31.40159539219612,31.664174274757805,1.7142770336361455,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-05-03,Indiranagar,100 Feet Road,23214,56.07272972003804,1.3296597620799564,74.04635630330485,100.0,1,96.428,76.37449432708252,82.94423144495212,75.39100073454011,111,Clear,No,2022,5,1,Tuesday,0,2,3,30608.0,43058.0,33348.857142857145,100.0,100.0,86.7199189020463,52.47059144553514,23.079217354241827,34.67403085380624,2.415470393729562,37.023178151652424,87.10741519077256,87.64189020088799,-13.06105888746771
2022-05-05,Indiranagar,100 Feet Road,30798,38.367229815965,1.5,100.0,100.0,3,111.596,76.31369584565435,93.80449652284643,99.12939057759004,106,Clear,No,2022,5,3,Thursday,0,2,5,23214.0,37423.0,30514.0,74.04635630330485,100.0,83.01225551680416,56.07272972003804,20.0,39.3873897632057,1.24577017390626,25.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-05-06,Indiranagar,100 Feet Road,46696,56.74837707063181,1.5,100.0,100.0,1,143.392,35.59903711365514,65.5516188940388,84.48443403311455,99,Clear,No,2022,5,4,Friday,0,2,6,30798.0,31032.0,29567.571428571428,100.0,100.0,83.01225551680416,38.367229815965,41.28871254452503,42.01127973691498,1.2152727657750517,50.0,87.10741519077256,87.64189020088799,12.892584809227444
2022-05-07,Indiranagar,100 Feet Road,44744,28.900972930507976,1.5,100.0,100.0,2,139.488,50.49296461096069,99.44999425887536,99.9950488504616,113,Clear,No,2022,5,5,Saturday,1,2,7,46696.0,54821.0,31805.285714285714,100.0,100.0,83.01225551680416,56.74837707063181,43.44905922621709,44.219803240644524,0.6459184009142673,33.333333333333336,87.10741519077256,87.64189020088799,12.892584809227444
